"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"5369","Male","40-59","NH Asian",">=College grad","SBP>=140","Underweight",NA,0
"5370","Female","40-59","NH Asian",">=College grad","SBP>=140","Underweight",NA,0
"5371","Male","59+","NH Asian",">=College grad","SBP>=140","Underweight",NA,0
"5372","Female","59+","NH Asian",">=College grad","SBP>=140","Underweight",NA,0
"5373","Male","40-59","Hispanic",">=College grad","SBP>=140","Underweight",NA,0
"5374","Female","40-59","Hispanic",">=College grad","SBP>=140","Underweight",NA,0
"5375","Male","59+","Hispanic",">=College grad","SBP>=140","Underweight",NA,0
"5376","Female","59+","Hispanic",">=College grad","SBP>=140","Underweight",NA,0
"5377","Male","40-59","Other",">=College grad","SBP>=140","Underweight",NA,0
"5378","Female","40-59","Other",">=College grad","SBP>=140","Underweight",NA,0
"5379","Male","59+","Other",">=College grad","SBP>=140","Underweight",NA,0
"5380","Female","59+","Other",">=College grad","SBP>=140","Underweight",NA,0
"5381","Male","40-59","NH White",NA,"SBP>=140","Underweight",NA,0
"5382","Female","40-59","NH White",NA,"SBP>=140","Underweight",NA,0
"5383","Male","59+","NH White",NA,"SBP>=140","Underweight",NA,0
"5384","Female","59+","NH White",NA,"SBP>=140","Underweight",NA,0
"5385","Male","40-59","NH Black",NA,"SBP>=140","Underweight",NA,0
"5386","Female","40-59","NH Black",NA,"SBP>=140","Underweight",NA,0
"5387","Male","59+","NH Black",NA,"SBP>=140","Underweight",NA,0
"5388","Female","59+","NH Black",NA,"SBP>=140","Underweight",NA,0
"5389","Male","40-59","NH Asian",NA,"SBP>=140","Underweight",NA,0
"5390","Female","40-59","NH Asian",NA,"SBP>=140","Underweight",NA,0
"5391","Male","59+","NH Asian",NA,"SBP>=140","Underweight",NA,0
"5392","Female","59+","NH Asian",NA,"SBP>=140","Underweight",NA,0
"5393","Male","40-59","Hispanic",NA,"SBP>=140","Underweight",NA,0
"5394","Female","40-59","Hispanic",NA,"SBP>=140","Underweight",NA,0
"5395","Male","59+","Hispanic",NA,"SBP>=140","Underweight",NA,0
"5396","Female","59+","Hispanic",NA,"SBP>=140","Underweight",NA,0
"5397","Male","40-59","Other",NA,"SBP>=140","Underweight",NA,0
"5398","Female","40-59","Other",NA,"SBP>=140","Underweight",NA,0
"5399","Male","59+","Other",NA,"SBP>=140","Underweight",NA,0
"5400","Female","59+","Other",NA,"SBP>=140","Underweight",NA,0
"5401","Male","40-59","NH White","<HSG",NA,"Underweight",NA,0
"5402","Female","40-59","NH White","<HSG",NA,"Underweight",NA,0
"5403","Male","59+","NH White","<HSG",NA,"Underweight",NA,0
"5404","Female","59+","NH White","<HSG",NA,"Underweight",NA,0
"5405","Male","40-59","NH Black","<HSG",NA,"Underweight",NA,0
"5406","Female","40-59","NH Black","<HSG",NA,"Underweight",NA,0
"5407","Male","59+","NH Black","<HSG",NA,"Underweight",NA,15622
"5408","Female","59+","NH Black","<HSG",NA,"Underweight",NA,0
"5409","Male","40-59","NH Asian","<HSG",NA,"Underweight",NA,0
"5410","Female","40-59","NH Asian","<HSG",NA,"Underweight",NA,0
"5411","Male","59+","NH Asian","<HSG",NA,"Underweight",NA,0
"5412","Female","59+","NH Asian","<HSG",NA,"Underweight",NA,0
"5413","Male","40-59","Hispanic","<HSG",NA,"Underweight",NA,0
"5414","Female","40-59","Hispanic","<HSG",NA,"Underweight",NA,0
"5415","Male","59+","Hispanic","<HSG",NA,"Underweight",NA,0
"5416","Female","59+","Hispanic","<HSG",NA,"Underweight",NA,0
"5417","Male","40-59","Other","<HSG",NA,"Underweight",NA,0
"5418","Female","40-59","Other","<HSG",NA,"Underweight",NA,0
"5419","Male","59+","Other","<HSG",NA,"Underweight",NA,0
"5420","Female","59+","Other","<HSG",NA,"Underweight",NA,0
"5421","Male","40-59","NH White","HSG/GED",NA,"Underweight",NA,0
"5422","Female","40-59","NH White","HSG/GED",NA,"Underweight",NA,0
"5423","Male","59+","NH White","HSG/GED",NA,"Underweight",NA,0
"5424","Female","59+","NH White","HSG/GED",NA,"Underweight",NA,0
"5425","Male","40-59","NH Black","HSG/GED",NA,"Underweight",NA,0
"5426","Female","40-59","NH Black","HSG/GED",NA,"Underweight",NA,0
"5427","Male","59+","NH Black","HSG/GED",NA,"Underweight",NA,0
"5428","Female","59+","NH Black","HSG/GED",NA,"Underweight",NA,0
"5429","Male","40-59","NH Asian","HSG/GED",NA,"Underweight",NA,0
"5430","Female","40-59","NH Asian","HSG/GED",NA,"Underweight",NA,0
"5431","Male","59+","NH Asian","HSG/GED",NA,"Underweight",NA,0
"5432","Female","59+","NH Asian","HSG/GED",NA,"Underweight",NA,0
"5433","Male","40-59","Hispanic","HSG/GED",NA,"Underweight",NA,0
"5434","Female","40-59","Hispanic","HSG/GED",NA,"Underweight",NA,0
"5435","Male","59+","Hispanic","HSG/GED",NA,"Underweight",NA,0
"5436","Female","59+","Hispanic","HSG/GED",NA,"Underweight",NA,0
"5437","Male","40-59","Other","HSG/GED",NA,"Underweight",NA,0
"5438","Female","40-59","Other","HSG/GED",NA,"Underweight",NA,0
"5439","Male","59+","Other","HSG/GED",NA,"Underweight",NA,0
"5440","Female","59+","Other","HSG/GED",NA,"Underweight",NA,0
"5441","Male","40-59","NH White","Some college/TS",NA,"Underweight",NA,0
"5442","Female","40-59","NH White","Some college/TS",NA,"Underweight",NA,0
"5443","Male","59+","NH White","Some college/TS",NA,"Underweight",NA,0
"5444","Female","59+","NH White","Some college/TS",NA,"Underweight",NA,0
"5445","Male","40-59","NH Black","Some college/TS",NA,"Underweight",NA,0
"5446","Female","40-59","NH Black","Some college/TS",NA,"Underweight",NA,0
"5447","Male","59+","NH Black","Some college/TS",NA,"Underweight",NA,0
"5448","Female","59+","NH Black","Some college/TS",NA,"Underweight",NA,0
"5449","Male","40-59","NH Asian","Some college/TS",NA,"Underweight",NA,0
"5450","Female","40-59","NH Asian","Some college/TS",NA,"Underweight",NA,0
"5451","Male","59+","NH Asian","Some college/TS",NA,"Underweight",NA,0
"5452","Female","59+","NH Asian","Some college/TS",NA,"Underweight",NA,0
"5453","Male","40-59","Hispanic","Some college/TS",NA,"Underweight",NA,0
"5454","Female","40-59","Hispanic","Some college/TS",NA,"Underweight",NA,0
"5455","Male","59+","Hispanic","Some college/TS",NA,"Underweight",NA,0
"5456","Female","59+","Hispanic","Some college/TS",NA,"Underweight",NA,0
"5457","Male","40-59","Other","Some college/TS",NA,"Underweight",NA,0
"5458","Female","40-59","Other","Some college/TS",NA,"Underweight",NA,0
"5459","Male","59+","Other","Some college/TS",NA,"Underweight",NA,0
"5460","Female","59+","Other","Some college/TS",NA,"Underweight",NA,0
"5461","Male","40-59","NH White",">=College grad",NA,"Underweight",NA,0
"5462","Female","40-59","NH White",">=College grad",NA,"Underweight",NA,0
"5463","Male","59+","NH White",">=College grad",NA,"Underweight",NA,0
"5464","Female","59+","NH White",">=College grad",NA,"Underweight",NA,0
"5465","Male","40-59","NH Black",">=College grad",NA,"Underweight",NA,0
"5466","Female","40-59","NH Black",">=College grad",NA,"Underweight",NA,0
"5467","Male","59+","NH Black",">=College grad",NA,"Underweight",NA,0
"5468","Female","59+","NH Black",">=College grad",NA,"Underweight",NA,0
"5469","Male","40-59","NH Asian",">=College grad",NA,"Underweight",NA,0
"5470","Female","40-59","NH Asian",">=College grad",NA,"Underweight",NA,0
"5471","Male","59+","NH Asian",">=College grad",NA,"Underweight",NA,0
"5472","Female","59+","NH Asian",">=College grad",NA,"Underweight",NA,0
"5473","Male","40-59","Hispanic",">=College grad",NA,"Underweight",NA,0
"5474","Female","40-59","Hispanic",">=College grad",NA,"Underweight",NA,0
"5475","Male","59+","Hispanic",">=College grad",NA,"Underweight",NA,0
"5476","Female","59+","Hispanic",">=College grad",NA,"Underweight",NA,0
"5477","Male","40-59","Other",">=College grad",NA,"Underweight",NA,0
"5478","Female","40-59","Other",">=College grad",NA,"Underweight",NA,0
"5479","Male","59+","Other",">=College grad",NA,"Underweight",NA,0
"5480","Female","59+","Other",">=College grad",NA,"Underweight",NA,0
"5481","Male","40-59","NH White",NA,NA,"Underweight",NA,0
"5482","Female","40-59","NH White",NA,NA,"Underweight",NA,0
"5483","Male","59+","NH White",NA,NA,"Underweight",NA,0
"5484","Female","59+","NH White",NA,NA,"Underweight",NA,0
"5485","Male","40-59","NH Black",NA,NA,"Underweight",NA,0
"5486","Female","40-59","NH Black",NA,NA,"Underweight",NA,0
"5487","Male","59+","NH Black",NA,NA,"Underweight",NA,0
"5488","Female","59+","NH Black",NA,NA,"Underweight",NA,0
"5489","Male","40-59","NH Asian",NA,NA,"Underweight",NA,0
"5490","Female","40-59","NH Asian",NA,NA,"Underweight",NA,0
"5491","Male","59+","NH Asian",NA,NA,"Underweight",NA,0
"5492","Female","59+","NH Asian",NA,NA,"Underweight",NA,0
"5493","Male","40-59","Hispanic",NA,NA,"Underweight",NA,0
"5494","Female","40-59","Hispanic",NA,NA,"Underweight",NA,0
"5495","Male","59+","Hispanic",NA,NA,"Underweight",NA,0
"5496","Female","59+","Hispanic",NA,NA,"Underweight",NA,0
"5497","Male","40-59","Other",NA,NA,"Underweight",NA,0
"5498","Female","40-59","Other",NA,NA,"Underweight",NA,0
"5499","Male","59+","Other",NA,NA,"Underweight",NA,0
"5500","Female","59+","Other",NA,NA,"Underweight",NA,0
"5501","Male","40-59","NH White","<HSG","SBP<120","Normal weight",NA,0
"5502","Female","40-59","NH White","<HSG","SBP<120","Normal weight",NA,0
"5503","Male","59+","NH White","<HSG","SBP<120","Normal weight",NA,0
"5504","Female","59+","NH White","<HSG","SBP<120","Normal weight",NA,47303
"5505","Male","40-59","NH Black","<HSG","SBP<120","Normal weight",NA,0
"5506","Female","40-59","NH Black","<HSG","SBP<120","Normal weight",NA,0
"5507","Male","59+","NH Black","<HSG","SBP<120","Normal weight",NA,0
"5508","Female","59+","NH Black","<HSG","SBP<120","Normal weight",NA,0
"5509","Male","40-59","NH Asian","<HSG","SBP<120","Normal weight",NA,0
"5510","Female","40-59","NH Asian","<HSG","SBP<120","Normal weight",NA,0
"5511","Male","59+","NH Asian","<HSG","SBP<120","Normal weight",NA,20153
"5512","Female","59+","NH Asian","<HSG","SBP<120","Normal weight",NA,0
"5513","Male","40-59","Hispanic","<HSG","SBP<120","Normal weight",NA,0
"5514","Female","40-59","Hispanic","<HSG","SBP<120","Normal weight",NA,0
"5515","Male","59+","Hispanic","<HSG","SBP<120","Normal weight",NA,0
"5516","Female","59+","Hispanic","<HSG","SBP<120","Normal weight",NA,9224
"5517","Male","40-59","Other","<HSG","SBP<120","Normal weight",NA,0
"5518","Female","40-59","Other","<HSG","SBP<120","Normal weight",NA,0
"5519","Male","59+","Other","<HSG","SBP<120","Normal weight",NA,0
"5520","Female","59+","Other","<HSG","SBP<120","Normal weight",NA,0
"5521","Male","40-59","NH White","HSG/GED","SBP<120","Normal weight",NA,0
"5522","Female","40-59","NH White","HSG/GED","SBP<120","Normal weight",NA,106162
"5523","Male","59+","NH White","HSG/GED","SBP<120","Normal weight",NA,0
"5524","Female","59+","NH White","HSG/GED","SBP<120","Normal weight",NA,52127
"5525","Male","40-59","NH Black","HSG/GED","SBP<120","Normal weight",NA,0
"5526","Female","40-59","NH Black","HSG/GED","SBP<120","Normal weight",NA,0
"5527","Male","59+","NH Black","HSG/GED","SBP<120","Normal weight",NA,0
"5528","Female","59+","NH Black","HSG/GED","SBP<120","Normal weight",NA,0
"5529","Male","40-59","NH Asian","HSG/GED","SBP<120","Normal weight",NA,0
"5530","Female","40-59","NH Asian","HSG/GED","SBP<120","Normal weight",NA,0
"5531","Male","59+","NH Asian","HSG/GED","SBP<120","Normal weight",NA,0
"5532","Female","59+","NH Asian","HSG/GED","SBP<120","Normal weight",NA,18387
"5533","Male","40-59","Hispanic","HSG/GED","SBP<120","Normal weight",NA,0
"5534","Female","40-59","Hispanic","HSG/GED","SBP<120","Normal weight",NA,0
"5535","Male","59+","Hispanic","HSG/GED","SBP<120","Normal weight",NA,0
"5536","Female","59+","Hispanic","HSG/GED","SBP<120","Normal weight",NA,0
"5537","Male","40-59","Other","HSG/GED","SBP<120","Normal weight",NA,0
"5538","Female","40-59","Other","HSG/GED","SBP<120","Normal weight",NA,0
"5539","Male","59+","Other","HSG/GED","SBP<120","Normal weight",NA,0
"5540","Female","59+","Other","HSG/GED","SBP<120","Normal weight",NA,0
"5541","Male","40-59","NH White","Some college/TS","SBP<120","Normal weight",NA,0
"5542","Female","40-59","NH White","Some college/TS","SBP<120","Normal weight",NA,0
"5543","Male","59+","NH White","Some college/TS","SBP<120","Normal weight",NA,0
"5544","Female","59+","NH White","Some college/TS","SBP<120","Normal weight",NA,217062
"5545","Male","40-59","NH Black","Some college/TS","SBP<120","Normal weight",NA,0
"5546","Female","40-59","NH Black","Some college/TS","SBP<120","Normal weight",NA,0
"5547","Male","59+","NH Black","Some college/TS","SBP<120","Normal weight",NA,0
"5548","Female","59+","NH Black","Some college/TS","SBP<120","Normal weight",NA,0
"5549","Male","40-59","NH Asian","Some college/TS","SBP<120","Normal weight",NA,0
"5550","Female","40-59","NH Asian","Some college/TS","SBP<120","Normal weight",NA,0
"5551","Male","59+","NH Asian","Some college/TS","SBP<120","Normal weight",NA,0
"5552","Female","59+","NH Asian","Some college/TS","SBP<120","Normal weight",NA,21605
"5553","Male","40-59","Hispanic","Some college/TS","SBP<120","Normal weight",NA,0
"5554","Female","40-59","Hispanic","Some college/TS","SBP<120","Normal weight",NA,0
"5555","Male","59+","Hispanic","Some college/TS","SBP<120","Normal weight",NA,0
"5556","Female","59+","Hispanic","Some college/TS","SBP<120","Normal weight",NA,0
"5557","Male","40-59","Other","Some college/TS","SBP<120","Normal weight",NA,35423
"5558","Female","40-59","Other","Some college/TS","SBP<120","Normal weight",NA,0
"5559","Male","59+","Other","Some college/TS","SBP<120","Normal weight",NA,0
"5560","Female","59+","Other","Some college/TS","SBP<120","Normal weight",NA,0
"5561","Male","40-59","NH White",">=College grad","SBP<120","Normal weight",NA,0
"5562","Female","40-59","NH White",">=College grad","SBP<120","Normal weight",NA,0
"5563","Male","59+","NH White",">=College grad","SBP<120","Normal weight",NA,0
"5564","Female","59+","NH White",">=College grad","SBP<120","Normal weight",NA,234379
"5565","Male","40-59","NH Black",">=College grad","SBP<120","Normal weight",NA,0
"5566","Female","40-59","NH Black",">=College grad","SBP<120","Normal weight",NA,0
"5567","Male","59+","NH Black",">=College grad","SBP<120","Normal weight",NA,11602
"5568","Female","59+","NH Black",">=College grad","SBP<120","Normal weight",NA,0
"5569","Male","40-59","NH Asian",">=College grad","SBP<120","Normal weight",NA,0
"5570","Female","40-59","NH Asian",">=College grad","SBP<120","Normal weight",NA,51891
"5571","Male","59+","NH Asian",">=College grad","SBP<120","Normal weight",NA,38190
"5572","Female","59+","NH Asian",">=College grad","SBP<120","Normal weight",NA,0
"5573","Male","40-59","Hispanic",">=College grad","SBP<120","Normal weight",NA,0
"5574","Female","40-59","Hispanic",">=College grad","SBP<120","Normal weight",NA,0
"5575","Male","59+","Hispanic",">=College grad","SBP<120","Normal weight",NA,0
"5576","Female","59+","Hispanic",">=College grad","SBP<120","Normal weight",NA,0
"5577","Male","40-59","Other",">=College grad","SBP<120","Normal weight",NA,0
"5578","Female","40-59","Other",">=College grad","SBP<120","Normal weight",NA,0
"5579","Male","59+","Other",">=College grad","SBP<120","Normal weight",NA,0
"5580","Female","59+","Other",">=College grad","SBP<120","Normal weight",NA,0
"5581","Male","40-59","NH White",NA,"SBP<120","Normal weight",NA,0
"5582","Female","40-59","NH White",NA,"SBP<120","Normal weight",NA,0
"5583","Male","59+","NH White",NA,"SBP<120","Normal weight",NA,0
"5584","Female","59+","NH White",NA,"SBP<120","Normal weight",NA,0
"5585","Male","40-59","NH Black",NA,"SBP<120","Normal weight",NA,0
"5586","Female","40-59","NH Black",NA,"SBP<120","Normal weight",NA,0
"5587","Male","59+","NH Black",NA,"SBP<120","Normal weight",NA,0
"5588","Female","59+","NH Black",NA,"SBP<120","Normal weight",NA,0
"5589","Male","40-59","NH Asian",NA,"SBP<120","Normal weight",NA,0
"5590","Female","40-59","NH Asian",NA,"SBP<120","Normal weight",NA,0
"5591","Male","59+","NH Asian",NA,"SBP<120","Normal weight",NA,0
"5592","Female","59+","NH Asian",NA,"SBP<120","Normal weight",NA,0
"5593","Male","40-59","Hispanic",NA,"SBP<120","Normal weight",NA,0
"5594","Female","40-59","Hispanic",NA,"SBP<120","Normal weight",NA,0
"5595","Male","59+","Hispanic",NA,"SBP<120","Normal weight",NA,0
"5596","Female","59+","Hispanic",NA,"SBP<120","Normal weight",NA,0
"5597","Male","40-59","Other",NA,"SBP<120","Normal weight",NA,0
"5598","Female","40-59","Other",NA,"SBP<120","Normal weight",NA,0
"5599","Male","59+","Other",NA,"SBP<120","Normal weight",NA,0
"5600","Female","59+","Other",NA,"SBP<120","Normal weight",NA,0
"5601","Male","40-59","NH White","<HSG","SBP 120-129","Normal weight",NA,0
"5602","Female","40-59","NH White","<HSG","SBP 120-129","Normal weight",NA,0
"5603","Male","59+","NH White","<HSG","SBP 120-129","Normal weight",NA,0
"5604","Female","59+","NH White","<HSG","SBP 120-129","Normal weight",NA,0
"5605","Male","40-59","NH Black","<HSG","SBP 120-129","Normal weight",NA,0
"5606","Female","40-59","NH Black","<HSG","SBP 120-129","Normal weight",NA,0
"5607","Male","59+","NH Black","<HSG","SBP 120-129","Normal weight",NA,0
"5608","Female","59+","NH Black","<HSG","SBP 120-129","Normal weight",NA,0
"5609","Male","40-59","NH Asian","<HSG","SBP 120-129","Normal weight",NA,0
"5610","Female","40-59","NH Asian","<HSG","SBP 120-129","Normal weight",NA,0
"5611","Male","59+","NH Asian","<HSG","SBP 120-129","Normal weight",NA,0
"5612","Female","59+","NH Asian","<HSG","SBP 120-129","Normal weight",NA,20536
"5613","Male","40-59","Hispanic","<HSG","SBP 120-129","Normal weight",NA,0
"5614","Female","40-59","Hispanic","<HSG","SBP 120-129","Normal weight",NA,0
"5615","Male","59+","Hispanic","<HSG","SBP 120-129","Normal weight",NA,11344
"5616","Female","59+","Hispanic","<HSG","SBP 120-129","Normal weight",NA,10625
"5617","Male","40-59","Other","<HSG","SBP 120-129","Normal weight",NA,0
"5618","Female","40-59","Other","<HSG","SBP 120-129","Normal weight",NA,0
"5619","Male","59+","Other","<HSG","SBP 120-129","Normal weight",NA,0
"5620","Female","59+","Other","<HSG","SBP 120-129","Normal weight",NA,0
"5621","Male","40-59","NH White","HSG/GED","SBP 120-129","Normal weight",NA,0
"5622","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight",NA,0
"5623","Male","59+","NH White","HSG/GED","SBP 120-129","Normal weight",NA,0
"5624","Female","59+","NH White","HSG/GED","SBP 120-129","Normal weight",NA,0
"5625","Male","40-59","NH Black","HSG/GED","SBP 120-129","Normal weight",NA,0
"5626","Female","40-59","NH Black","HSG/GED","SBP 120-129","Normal weight",NA,0
"5627","Male","59+","NH Black","HSG/GED","SBP 120-129","Normal weight",NA,0
"5628","Female","59+","NH Black","HSG/GED","SBP 120-129","Normal weight",NA,0
"5629","Male","40-59","NH Asian","HSG/GED","SBP 120-129","Normal weight",NA,0
"5630","Female","40-59","NH Asian","HSG/GED","SBP 120-129","Normal weight",NA,0
"5631","Male","59+","NH Asian","HSG/GED","SBP 120-129","Normal weight",NA,44320
"5632","Female","59+","NH Asian","HSG/GED","SBP 120-129","Normal weight",NA,21966
"5633","Male","40-59","Hispanic","HSG/GED","SBP 120-129","Normal weight",NA,0
"5634","Female","40-59","Hispanic","HSG/GED","SBP 120-129","Normal weight",NA,0
"5635","Male","59+","Hispanic","HSG/GED","SBP 120-129","Normal weight",NA,0
"5636","Female","59+","Hispanic","HSG/GED","SBP 120-129","Normal weight",NA,0
"5637","Male","40-59","Other","HSG/GED","SBP 120-129","Normal weight",NA,0
"5638","Female","40-59","Other","HSG/GED","SBP 120-129","Normal weight",NA,0
"5639","Male","59+","Other","HSG/GED","SBP 120-129","Normal weight",NA,0
"5640","Female","59+","Other","HSG/GED","SBP 120-129","Normal weight",NA,0
"5641","Male","40-59","NH White","Some college/TS","SBP 120-129","Normal weight",NA,0
"5642","Female","40-59","NH White","Some college/TS","SBP 120-129","Normal weight",NA,0
"5643","Male","59+","NH White","Some college/TS","SBP 120-129","Normal weight",NA,0
"5644","Female","59+","NH White","Some college/TS","SBP 120-129","Normal weight",NA,38586
"5645","Male","40-59","NH Black","Some college/TS","SBP 120-129","Normal weight",NA,0
"5646","Female","40-59","NH Black","Some college/TS","SBP 120-129","Normal weight",NA,0
"5647","Male","59+","NH Black","Some college/TS","SBP 120-129","Normal weight",NA,0
"5648","Female","59+","NH Black","Some college/TS","SBP 120-129","Normal weight",NA,0
"5649","Male","40-59","NH Asian","Some college/TS","SBP 120-129","Normal weight",NA,0
"5650","Female","40-59","NH Asian","Some college/TS","SBP 120-129","Normal weight",NA,0
"5651","Male","59+","NH Asian","Some college/TS","SBP 120-129","Normal weight",NA,0
"5652","Female","59+","NH Asian","Some college/TS","SBP 120-129","Normal weight",NA,0
"5653","Male","40-59","Hispanic","Some college/TS","SBP 120-129","Normal weight",NA,0
"5654","Female","40-59","Hispanic","Some college/TS","SBP 120-129","Normal weight",NA,0
"5655","Male","59+","Hispanic","Some college/TS","SBP 120-129","Normal weight",NA,0
"5656","Female","59+","Hispanic","Some college/TS","SBP 120-129","Normal weight",NA,12242
"5657","Male","40-59","Other","Some college/TS","SBP 120-129","Normal weight",NA,0
"5658","Female","40-59","Other","Some college/TS","SBP 120-129","Normal weight",NA,0
"5659","Male","59+","Other","Some college/TS","SBP 120-129","Normal weight",NA,0
"5660","Female","59+","Other","Some college/TS","SBP 120-129","Normal weight",NA,0
"5661","Male","40-59","NH White",">=College grad","SBP 120-129","Normal weight",NA,0
"5662","Female","40-59","NH White",">=College grad","SBP 120-129","Normal weight",NA,0
"5663","Male","59+","NH White",">=College grad","SBP 120-129","Normal weight",NA,185427
"5664","Female","59+","NH White",">=College grad","SBP 120-129","Normal weight",NA,0
"5665","Male","40-59","NH Black",">=College grad","SBP 120-129","Normal weight",NA,0
"5666","Female","40-59","NH Black",">=College grad","SBP 120-129","Normal weight",NA,0
"5667","Male","59+","NH Black",">=College grad","SBP 120-129","Normal weight",NA,0
"5668","Female","59+","NH Black",">=College grad","SBP 120-129","Normal weight",NA,0
"5669","Male","40-59","NH Asian",">=College grad","SBP 120-129","Normal weight",NA,14215
"5670","Female","40-59","NH Asian",">=College grad","SBP 120-129","Normal weight",NA,0
"5671","Male","59+","NH Asian",">=College grad","SBP 120-129","Normal weight",NA,39112
"5672","Female","59+","NH Asian",">=College grad","SBP 120-129","Normal weight",NA,42657
"5673","Male","40-59","Hispanic",">=College grad","SBP 120-129","Normal weight",NA,0
"5674","Female","40-59","Hispanic",">=College grad","SBP 120-129","Normal weight",NA,0
"5675","Male","59+","Hispanic",">=College grad","SBP 120-129","Normal weight",NA,0
"5676","Female","59+","Hispanic",">=College grad","SBP 120-129","Normal weight",NA,0
"5677","Male","40-59","Other",">=College grad","SBP 120-129","Normal weight",NA,13764
"5678","Female","40-59","Other",">=College grad","SBP 120-129","Normal weight",NA,0
"5679","Male","59+","Other",">=College grad","SBP 120-129","Normal weight",NA,0
"5680","Female","59+","Other",">=College grad","SBP 120-129","Normal weight",NA,0
"5681","Male","40-59","NH White",NA,"SBP 120-129","Normal weight",NA,0
"5682","Female","40-59","NH White",NA,"SBP 120-129","Normal weight",NA,0
"5683","Male","59+","NH White",NA,"SBP 120-129","Normal weight",NA,0
"5684","Female","59+","NH White",NA,"SBP 120-129","Normal weight",NA,0
"5685","Male","40-59","NH Black",NA,"SBP 120-129","Normal weight",NA,0
"5686","Female","40-59","NH Black",NA,"SBP 120-129","Normal weight",NA,0
"5687","Male","59+","NH Black",NA,"SBP 120-129","Normal weight",NA,0
"5688","Female","59+","NH Black",NA,"SBP 120-129","Normal weight",NA,0
"5689","Male","40-59","NH Asian",NA,"SBP 120-129","Normal weight",NA,0
"5690","Female","40-59","NH Asian",NA,"SBP 120-129","Normal weight",NA,0
"5691","Male","59+","NH Asian",NA,"SBP 120-129","Normal weight",NA,0
"5692","Female","59+","NH Asian",NA,"SBP 120-129","Normal weight",NA,0
"5693","Male","40-59","Hispanic",NA,"SBP 120-129","Normal weight",NA,0
"5694","Female","40-59","Hispanic",NA,"SBP 120-129","Normal weight",NA,0
"5695","Male","59+","Hispanic",NA,"SBP 120-129","Normal weight",NA,0
"5696","Female","59+","Hispanic",NA,"SBP 120-129","Normal weight",NA,0
"5697","Male","40-59","Other",NA,"SBP 120-129","Normal weight",NA,0
"5698","Female","40-59","Other",NA,"SBP 120-129","Normal weight",NA,0
"5699","Male","59+","Other",NA,"SBP 120-129","Normal weight",NA,0
"5700","Female","59+","Other",NA,"SBP 120-129","Normal weight",NA,0
"5701","Male","40-59","NH White","<HSG","SBP 130-139","Normal weight",NA,0
"5702","Female","40-59","NH White","<HSG","SBP 130-139","Normal weight",NA,0
"5703","Male","59+","NH White","<HSG","SBP 130-139","Normal weight",NA,0
"5704","Female","59+","NH White","<HSG","SBP 130-139","Normal weight",NA,0
"5705","Male","40-59","NH Black","<HSG","SBP 130-139","Normal weight",NA,0
"5706","Female","40-59","NH Black","<HSG","SBP 130-139","Normal weight",NA,0
"5707","Male","59+","NH Black","<HSG","SBP 130-139","Normal weight",NA,0
"5708","Female","59+","NH Black","<HSG","SBP 130-139","Normal weight",NA,0
"5709","Male","40-59","NH Asian","<HSG","SBP 130-139","Normal weight",NA,15356
"5710","Female","40-59","NH Asian","<HSG","SBP 130-139","Normal weight",NA,0
"5711","Male","59+","NH Asian","<HSG","SBP 130-139","Normal weight",NA,0
"5712","Female","59+","NH Asian","<HSG","SBP 130-139","Normal weight",NA,24152
"5713","Male","40-59","Hispanic","<HSG","SBP 130-139","Normal weight",NA,15046
"5714","Female","40-59","Hispanic","<HSG","SBP 130-139","Normal weight",NA,0
"5715","Male","59+","Hispanic","<HSG","SBP 130-139","Normal weight",NA,0
"5716","Female","59+","Hispanic","<HSG","SBP 130-139","Normal weight",NA,15570
"5717","Male","40-59","Other","<HSG","SBP 130-139","Normal weight",NA,0
"5718","Female","40-59","Other","<HSG","SBP 130-139","Normal weight",NA,0
"5719","Male","59+","Other","<HSG","SBP 130-139","Normal weight",NA,0
"5720","Female","59+","Other","<HSG","SBP 130-139","Normal weight",NA,0
"5721","Male","40-59","NH White","HSG/GED","SBP 130-139","Normal weight",NA,0
"5722","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight",NA,0
"5723","Male","59+","NH White","HSG/GED","SBP 130-139","Normal weight",NA,0
"5724","Female","59+","NH White","HSG/GED","SBP 130-139","Normal weight",NA,99235
"5725","Male","40-59","NH Black","HSG/GED","SBP 130-139","Normal weight",NA,0
"5726","Female","40-59","NH Black","HSG/GED","SBP 130-139","Normal weight",NA,0
"5727","Male","59+","NH Black","HSG/GED","SBP 130-139","Normal weight",NA,0
"5728","Female","59+","NH Black","HSG/GED","SBP 130-139","Normal weight",NA,0
"5729","Male","40-59","NH Asian","HSG/GED","SBP 130-139","Normal weight",NA,0
"5730","Female","40-59","NH Asian","HSG/GED","SBP 130-139","Normal weight",NA,0
"5731","Male","59+","NH Asian","HSG/GED","SBP 130-139","Normal weight",NA,0
"5732","Female","59+","NH Asian","HSG/GED","SBP 130-139","Normal weight",NA,22740
"5733","Male","40-59","Hispanic","HSG/GED","SBP 130-139","Normal weight",NA,0
"5734","Female","40-59","Hispanic","HSG/GED","SBP 130-139","Normal weight",NA,0
"5735","Male","59+","Hispanic","HSG/GED","SBP 130-139","Normal weight",NA,7739
